vendor,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_zone,dropoff_zone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
VeriFone Inc.,11/14/2021 10:44:44 PM,11/14/2021 10:52:07 PM,1.0,1.49,Standard rate,N,48,186,Cash,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
"Creative Mobile Technologies, LLC",11/06/2021 09:20:58 PM,11/06/2021 09:24:28 PM,4.0,0.4,Standard rate,N,230,163,Credit card,4.5,3.0,0.5,2.05,0.0,0.3,10.35,2.5
VeriFone Inc.,11/24/2021 08:32:06 AM,11/24/2021 08:35:46 AM,1.0,0.73,Standard rate,N,237,236,Credit card,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
VeriFone Inc.,11/01/2021 11:44:09 AM,11/01/2021 11:55:22 AM,1.0,0.94,Standard rate,N,246,68,Cash,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/21/2021 07:43:12 PM,11/21/2021 07:58:27 PM,1.0,2.87,Standard rate,N,68,239,Cash,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/03/2021 07:49:35 PM,11/03/2021 07:57:16 PM,1.0,1.29,Standard rate,N,68,234,Credit card,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
VeriFone Inc.,11/16/2021 08:16:39 PM,11/16/2021 08:27:00 PM,6.0,1.62,Standard rate,N,45,144,Credit card,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
VeriFone Inc.,11/21/2021 04:41:43 PM,11/21/2021 05:03:08 PM,1.0,1.19,Standard rate,N,48,186,Credit card,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
"Creative Mobile Technologies, LLC",11/17/2021 07:34:54 AM,11/17/2021 07:42:51 AM,1.0,1.2,Standard rate,N,236,43,Credit card,6.5,2.5,0.5,2.0,0.0,0.3,11.8,2.5
"Creative Mobile Technologies, LLC",11/18/2021 07:34:00 AM,11/18/2021 07:41:24 AM,1.0,1.9,Standard rate,N,107,233,Credit card,8.0,2.5,0.5,1.0,0.0,0.3,12.3,2.5
VeriFone Inc.,11/17/2021 08:20:07 AM,11/17/2021 08:33:27 AM,1.0,1.5,Standard rate,N,186,233,Credit card,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/28/2021 10:37:23 PM,11/28/2021 10:54:28 PM,2.0,4.23,Standard rate,N,249,141,Credit card,15.0,0.5,0.5,3.0,0.0,0.3,21.8,2.5
VeriFone Inc.,11/19/2021 07:21:36 AM,11/20/2021 07:14:37 AM,1.0,1.73,Standard rate,N,263,151,Credit card,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
"Creative Mobile Technologies, LLC",11/19/2021 10:56:55 PM,11/19/2021 11:06:12 PM,3.0,0.9,Standard rate,N,79,107,Credit card,7.5,3.0,0.5,2.26,0.0,0.3,13.56,2.5
VeriFone Inc.,11/19/2021 04:59:10 PM,11/19/2021 05:06:49 PM,1.0,1.08,Standard rate,N,79,113,Credit card,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/08/2021 08:12:21 AM,11/08/2021 08:16:54 AM,1.0,1.03,Standard rate,N,237,162,Credit card,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
"Creative Mobile Technologies, LLC",11/14/2021 07:40:54 PM,11/14/2021 07:47:04 PM,1.0,1.0,Standard rate,N,137,113,Credit card,6.0,2.5,0.5,1.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/07/2021 01:17:17 AM,11/07/2021 01:23:30 AM,1.0,1.07,Standard rate,N,113,224,Credit card,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
VeriFone Inc.,11/01/2021 08:44:52 AM,11/01/2021 08:53:13 AM,1.0,1.03,Standard rate,N,48,161,Credit card,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
VeriFone Inc.,11/09/2021 09:45:58 PM,11/09/2021 09:56:24 PM,2.0,1.71,Standard rate,N,209,79,Credit card,9.0,0.5,0.5,1.0,0.0,0.3,13.8,2.5
VeriFone Inc.,11/14/2021 11:03:09 AM,11/14/2021 11:08:16 AM,1.0,1.0,Standard rate,N,263,236,Credit card,6.0,0.0,0.5,1.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/18/2021 06:51:02 PM,11/18/2021 06:59:26 PM,1.0,0.71,Standard rate,N,68,230,Credit card,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/27/2021 06:53:22 PM,11/27/2021 06:58:56 PM,1.0,0.65,Standard rate,N,239,142,Credit card,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
VeriFone Inc.,11/07/2021 06:12:31 PM,11/07/2021 06:17:58 PM,1.0,0.15,Standard rate,N,239,239,Credit card,4.0,0.0,0.5,1.46,0.0,0.3,8.76,2.5
VeriFone Inc.,11/04/2021 08:05:08 PM,11/04/2021 08:12:43 PM,1.0,0.81,Standard rate,N,186,161,Credit card,6.5,0.5,0.5,3.09,0.0,0.3,13.39,2.5
VeriFone Inc.,11/09/2021 10:09:06 PM,11/09/2021 10:21:16 PM,2.0,2.3,Standard rate,N,161,262,Credit card,10.5,0.5,0.5,2.0,0.0,0.3,16.3,2.5
"Creative Mobile Technologies, LLC",11/23/2021 12:54:26 PM,11/23/2021 01:05:40 PM,2.0,1.2,Standard rate,N,79,211,Credit card,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5
"Creative Mobile Technologies, LLC",11/29/2021 06:53:03 AM,11/29/2021 07:06:13 AM,1.0,2.4,Standard rate,Y,186,141,Credit card,11.0,2.5,0.5,1.7,0.0,0.3,16.0,2.5
VeriFone Inc.,11/25/2021 09:57:15 PM,11/25/2021 10:07:20 PM,1.0,3.12,Standard rate,N,79,140,Credit card,11.0,0.5,0.5,4.44,0.0,0.3,19.24,2.5
VeriFone Inc.,11/25/2021 01:25:56 AM,11/25/2021 01:36:59 AM,2.0,1.92,Standard rate,N,79,113,Credit card,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
VeriFone Inc.,11/04/2021 04:20:04 PM,11/04/2021 04:31:32 PM,5.0,1.08,Standard rate,N,107,170,Credit card,8.5,1.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/18/2021 04:41:44 PM,11/18/2021 05:00:50 PM,2.0,2.44,Standard rate,N,161,239,Credit card,13.5,1.0,0.5,3.56,0.0,0.3,21.36,2.5
VeriFone Inc.,11/02/2021 09:48:11 AM,11/02/2021 10:06:56 AM,1.0,2.38,Standard rate,N,170,113,Credit card,13.0,0.0,0.5,3.0,0.0,0.3,19.3,2.5
"Creative Mobile Technologies, LLC",11/29/2021 09:59:34 PM,11/29/2021 10:11:23 PM,2.0,2.2,Standard rate,N,239,230,Credit card,10.5,3.0,0.5,0.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/10/2021 03:53:32 PM,11/10/2021 04:10:01 PM,5.0,1.63,Standard rate,N,143,151,Credit card,11.5,0.0,0.5,2.22,0.0,0.3,17.02,2.5
VeriFone Inc.,11/30/2021 08:42:25 AM,11/30/2021 08:49:20 AM,1.0,0.72,Standard rate,N,141,162,Credit card,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
"Creative Mobile Technologies, LLC",11/27/2021 11:04:47 AM,11/27/2021 11:07:27 AM,1.0,1.0,Standard rate,N,237,162,Credit card,5.0,2.5,0.5,2.45,0.0,0.3,10.75,2.5
VeriFone Inc.,11/05/2021 06:54:57 AM,11/05/2021 07:00:04 AM,3.0,1.08,Standard rate,N,238,75,Cash,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0.0
VeriFone Inc.,11/20/2021 03:04:55 PM,11/20/2021 03:12:28 PM,1.0,1.38,Standard rate,N,142,238,Credit card,7.0,0.0,0.5,2.58,0.0,0.3,12.88,2.5
"Creative Mobile Technologies, LLC",11/14/2021 02:52:49 PM,11/14/2021 02:57:35 PM,1.0,0.3,Standard rate,N,237,237,Credit card,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5
VeriFone Inc.,11/03/2021 01:41:28 PM,11/03/2021 01:57:14 PM,1.0,1.8,Standard rate,N,239,161,Credit card,11.5,0.0,0.5,0.8,0.0,0.3,15.6,2.5
VeriFone Inc.,11/10/2021 07:02:27 AM,11/10/2021 07:06:12 AM,2.0,0.79,Standard rate,N,186,230,Credit card,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
"Creative Mobile Technologies, LLC",11/22/2021 03:25:58 PM,11/22/2021 03:33:52 PM,1.0,1.0,Standard rate,N,142,239,Credit card,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
VeriFone Inc.,11/09/2021 08:40:03 AM,11/09/2021 09:04:33 AM,4.0,2.95,Standard rate,N,237,100,Credit card,16.5,0.0,0.5,3.96,0.0,0.3,23.76,2.5
VeriFone Inc.,11/22/2021 04:06:59 PM,11/22/2021 04:13:33 PM,1.0,0.85,Standard rate,N,239,142,Credit card,6.0,1.0,0.5,1.54,0.0,0.3,11.84,2.5
VeriFone Inc.,11/13/2021 10:46:26 PM,11/13/2021 10:50:38 PM,1.0,0.71,Standard rate,N,142,163,Cash,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
"Creative Mobile Technologies, LLC",11/10/2021 01:37:40 PM,11/10/2021 01:45:05 PM,1.0,0.9,Standard rate,N,161,161,Cash,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5
"Creative Mobile Technologies, LLC",11/13/2021 04:32:28 PM,11/13/2021 04:54:17 PM,1.0,1.8,Standard rate,N,158,231,Credit card,14.0,2.5,0.5,3.45,0.0,0.3,20.75,2.5
VeriFone Inc.,11/29/2021 10:48:11 AM,11/29/2021 11:02:43 AM,1.0,2.97,Standard rate,N,166,142,Credit card,12.5,0.0,0.5,2.0,0.0,0.3,17.8,2.5
VeriFone Inc.,11/22/2021 06:03:05 PM,11/22/2021 06:16:23 PM,1.0,1.29,Standard rate,N,234,100,Credit card,9.5,1.0,0.5,2.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/17/2021 03:32:36 PM,11/17/2021 04:12:30 PM,1.0,4.27,Standard rate,N,43,231,Credit card,25.0,0.0,0.5,5.66,0.0,0.3,33.96,2.5
VeriFone Inc.,11/02/2021 06:09:08 PM,11/02/2021 06:29:12 PM,1.0,2.79,Standard rate,N,140,100,Credit card,14.5,0.0,0.5,5.34,0.0,0.3,23.14,2.5
"Creative Mobile Technologies, LLC",11/11/2021 06:14:26 AM,11/11/2021 06:23:23 AM,1.0,1.7,Standard rate,N,261,114,Credit card,8.0,2.5,0.5,2.26,0.0,0.3,13.56,2.5
VeriFone Inc.,11/06/2021 08:16:36 PM,11/06/2021 08:30:24 PM,1.0,1.85,Standard rate,N,211,158,Credit card,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
VeriFone Inc.,11/13/2021 05:57:12 PM,11/13/2021 06:21:31 PM,1.0,3.45,Standard rate,N,68,239,Credit card,18.0,0.0,0.5,4.26,0.0,0.3,25.56,2.5
VeriFone Inc.,11/03/2021 06:09:22 AM,11/03/2021 06:17:11 AM,1.0,2.76,Standard rate,N,74,140,Credit card,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/12/2021 06:28:23 PM,11/12/2021 06:41:33 PM,2.0,1.92,Standard rate,N,151,142,Credit card,10.5,1.0,0.5,2.96,0.0,0.3,17.76,2.5
"Creative Mobile Technologies, LLC",11/27/2021 01:38:48 PM,11/27/2021 01:48:07 PM,1.0,1.1,Standard rate,N,237,161,Credit card,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
VeriFone Inc.,11/04/2021 01:52:36 PM,11/04/2021 01:59:52 PM,1.0,1.17,Standard rate,N,186,48,Credit card,7.0,0.0,0.5,3.0,0.0,0.3,13.3,2.5
"Creative Mobile Technologies, LLC",11/07/2021 10:20:56 AM,11/07/2021 10:31:52 AM,1.0,3.4,Standard rate,N,249,237,Credit card,11.5,2.5,0.5,2.95,0.0,0.3,17.75,2.5
VeriFone Inc.,11/17/2021 12:25:22 PM,11/17/2021 12:34:50 PM,1.0,1.84,Standard rate,N,166,238,Credit card,9.0,0.0,0.5,1.84,0.0,0.3,14.14,2.5
"Creative Mobile Technologies, LLC",11/22/2021 05:54:27 PM,11/22/2021 06:02:45 PM,1.0,0.7,Standard rate,N,113,125,Credit card,6.5,3.5,0.5,3.2,0.0,0.3,14.0,2.5
"Creative Mobile Technologies, LLC",11/21/2021 07:19:20 PM,11/21/2021 07:40:47 PM,1.0,3.6,Standard rate,N,141,90,Credit card,16.5,2.5,0.5,7.0,0.0,0.3,26.8,2.5
VeriFone Inc.,11/08/2021 10:55:14 PM,11/08/2021 10:58:16 PM,6.0,1.02,Standard rate,N,239,142,Credit card,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
"Creative Mobile Technologies, LLC",11/22/2021 12:48:35 PM,11/22/2021 12:57:05 PM,1.0,0.7,Standard rate,N,237,237,Cash,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
"Creative Mobile Technologies, LLC",11/06/2021 04:30:34 PM,11/06/2021 05:03:53 PM,1.0,8.0,Standard rate,Y,238,211,Cash,28.5,2.5,0.5,0.0,0.0,0.3,31.8,2.5
"Creative Mobile Technologies, LLC",11/04/2021 07:15:04 PM,11/04/2021 07:28:22 PM,1.0,1.8,Standard rate,N,238,163,Cash,10.5,3.5,0.5,0.0,0.0,0.3,14.8,2.5
VeriFone Inc.,11/30/2021 10:16:38 AM,11/30/2021 10:19:12 AM,1.0,0.33,Standard rate,N,161,161,Credit card,3.5,0.0,0.5,2.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/16/2021 07:44:54 PM,11/16/2021 07:48:45 PM,1.0,0.69,Standard rate,N,161,170,Credit card,4.5,1.0,0.5,2.2,0.0,0.3,11.0,2.5
"Creative Mobile Technologies, LLC",11/05/2021 02:29:34 PM,11/05/2021 02:38:02 PM,1.0,1.0,Standard rate,N,161,142,Credit card,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
VeriFone Inc.,11/17/2021 07:04:04 PM,11/17/2021 07:32:15 PM,1.0,3.86,Standard rate,N,263,186,Credit card,19.0,1.0,0.5,0.7,0.0,0.3,24.0,2.5
VeriFone Inc.,11/04/2021 11:31:33 AM,11/04/2021 11:40:32 AM,1.0,1.9,Standard rate,N,233,140,Cash,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5
VeriFone Inc.,11/20/2021 11:03:03 PM,11/20/2021 11:09:44 PM,1.0,1.46,Standard rate,N,142,230,Cash,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/08/2021 03:52:49 PM,11/08/2021 04:16:06 PM,1.0,2.46,Standard rate,N,161,239,Credit card,15.5,1.0,0.5,3.96,0.0,0.3,23.76,2.5
VeriFone Inc.,11/30/2021 11:33:52 PM,11/30/2021 11:39:28 PM,1.0,1.29,Standard rate,N,48,100,Credit card,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
"Creative Mobile Technologies, LLC",11/24/2021 11:15:56 AM,11/24/2021 11:36:43 AM,1.0,2.7,Standard rate,N,236,170,Cash,15.0,2.5,0.5,0.0,0.0,0.3,18.3,2.5
"Creative Mobile Technologies, LLC",11/17/2021 04:16:55 PM,11/17/2021 04:24:57 PM,1.0,0.7,Standard rate,N,237,237,Cash,7.0,3.5,0.5,0.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/18/2021 04:58:52 PM,11/18/2021 05:10:56 PM,1.0,2.58,Standard rate,N,137,141,Credit card,10.5,1.0,0.5,2.0,0.0,0.3,16.8,2.5
"Creative Mobile Technologies, LLC",11/08/2021 09:35:53 PM,11/08/2021 09:48:08 PM,1.0,2.8,Standard rate,N,48,141,Credit card,11.5,3.0,0.5,1.5,0.0,0.3,16.8,2.5
"Creative Mobile Technologies, LLC",11/23/2021 09:27:57 PM,11/23/2021 09:31:27 PM,1.0,0.8,Standard rate,N,237,236,Credit card,5.0,3.0,0.5,2.0,0.0,0.3,10.8,2.5
"Creative Mobile Technologies, LLC",11/30/2021 11:51:52 AM,11/30/2021 12:11:28 PM,1.0,2.0,Standard rate,N,236,140,Credit card,13.0,2.5,0.5,3.25,0.0,0.3,19.55,2.5
VeriFone Inc.,11/10/2021 05:16:55 PM,11/10/2021 05:41:53 PM,1.0,2.82,Standard rate,N,163,79,Credit card,16.5,1.0,0.5,3.0,0.0,0.3,23.8,2.5
VeriFone Inc.,11/07/2021 11:43:34 PM,11/08/2021 12:02:04 AM,1.0,7.17,Standard rate,N,162,244,Credit card,22.5,0.5,0.5,6.58,0.0,0.3,32.88,2.5
"Creative Mobile Technologies, LLC",11/28/2021 10:31:25 AM,11/28/2021 10:39:34 AM,1.0,1.5,Standard rate,N,148,209,Credit card,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
VeriFone Inc.,11/13/2021 10:08:05 PM,11/13/2021 10:17:42 PM,1.0,1.83,Standard rate,N,236,238,Credit card,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
VeriFone Inc.,11/07/2021 01:43:45 AM,11/07/2021 01:50:31 AM,1.0,1.36,Standard rate,N,249,90,Credit card,7.0,0.5,0.5,2.0,0.0,0.3,12.8,2.5
VeriFone Inc.,11/27/2021 08:41:52 PM,11/27/2021 09:00:21 PM,1.0,3.1,Standard rate,N,262,164,Credit card,14.5,0.5,0.5,1.5,0.0,0.3,19.8,2.5
VeriFone Inc.,11/03/2021 06:34:13 PM,11/03/2021 06:43:47 PM,1.0,1.18,Standard rate,N,161,164,Credit card,8.0,1.0,0.5,2.46,0.0,0.3,14.76,2.5
"Creative Mobile Technologies, LLC",11/24/2021 07:15:29 PM,11/24/2021 07:23:08 PM,1.0,1.4,Standard rate,N,186,158,Credit card,7.0,3.5,0.5,2.8,0.0,0.3,14.1,2.5
"Creative Mobile Technologies, LLC",11/17/2021 07:22:07 PM,11/17/2021 07:33:34 PM,1.0,1.4,Standard rate,N,261,88,Cash,9.0,3.5,0.5,0.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/20/2021 12:26:55 PM,11/20/2021 12:49:20 PM,1.0,3.14,Standard rate,N,141,68,Credit card,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
"Creative Mobile Technologies, LLC",11/15/2021 10:28:23 AM,11/15/2021 10:39:44 AM,1.0,3.2,Standard rate,N,13,246,Credit card,12.0,2.5,0.5,1.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/05/2021 01:05:19 PM,11/05/2021 01:16:38 PM,1.0,1.41,Standard rate,N,237,239,Credit card,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
"Creative Mobile Technologies, LLC",11/23/2021 03:37:44 PM,11/23/2021 04:02:58 PM,1.0,3.6,Standard rate,N,229,74,Cash,17.5,2.5,0.5,0.0,0.0,0.3,20.8,2.5
VeriFone Inc.,11/08/2021 08:10:04 PM,11/08/2021 08:17:16 PM,4.0,1.3,Standard rate,N,237,140,Credit card,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
"Creative Mobile Technologies, LLC",11/09/2021 05:38:27 PM,11/09/2021 05:45:31 PM,1.0,1.1,Standard rate,N,239,151,Cash,6.5,3.5,0.5,0.0,0.0,0.3,10.8,2.5
VeriFone Inc.,11/23/2021 03:42:48 PM,11/23/2021 03:50:35 PM,2.0,0.81,Standard rate,N,43,161,Credit card,6.5,0.0,0.5,2.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/28/2021 01:59:17 PM,11/28/2021 02:17:30 PM,1.0,2.26,Standard rate,N,186,4,Credit card,12.5,0.0,0.5,1.0,0.0,0.3,16.8,2.5
"Creative Mobile Technologies, LLC",11/26/2021 03:21:12 PM,11/26/2021 03:24:53 PM,2.0,0.3,Standard rate,N,113,114,Credit card,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
"Creative Mobile Technologies, LLC",11/19/2021 06:16:33 PM,11/19/2021 06:22:39 PM,1.0,1.5,Standard rate,N,237,236,Credit card,6.5,3.5,0.5,2.0,0.0,0.3,12.8,2.5
"Creative Mobile Technologies, LLC",11/15/2021 04:00:21 PM,11/15/2021 04:08:17 PM,2.0,2.2,Standard rate,N,13,209,Cash,9.0,2.5,0.5,0.0,0.0,0.3,12.3,2.5
VeriFone Inc.,11/14/2021 04:36:33 PM,11/14/2021 04:45:02 PM,5.0,0.31,Standard rate,N,48,68,Credit card,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
VeriFone Inc.,11/05/2021 07:01:54 PM,11/05/2021 07:05:58 PM,2.0,0.47,Standard rate,N,249,249,Cash,4.5,1.0,0.5,0.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/08/2021 06:18:04 PM,11/08/2021 06:32:54 PM,1.0,2.07,Standard rate,N,75,140,Credit card,10.5,1.0,0.5,3.7,0.0,0.3,18.5,2.5
VeriFone Inc.,11/17/2021 02:54:44 PM,11/17/2021 03:28:54 PM,1.0,5.79,Standard rate,N,90,13,Cash,25.5,0.0,0.5,0.0,0.0,0.3,28.8,2.5
"Creative Mobile Technologies, LLC",11/13/2021 05:39:15 PM,11/13/2021 06:06:24 PM,2.0,3.6,Standard rate,N,263,170,Credit card,19.0,2.5,0.5,2.23,0.0,0.3,24.53,2.5
VeriFone Inc.,11/04/2021 11:12:54 PM,11/04/2021 11:20:18 PM,1.0,2.9,Standard rate,N,107,141,Credit card,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
VeriFone Inc.,11/13/2021 04:22:05 AM,11/13/2021 04:24:50 AM,4.0,0.63,Standard rate,N,68,246,Credit card,4.5,0.5,0.5,2.49,0.0,0.3,10.79,2.5
VeriFone Inc.,11/13/2021 11:48:29 PM,11/13/2021 11:55:59 PM,1.0,1.41,Standard rate,N,163,170,Credit card,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/14/2021 01:49:33 AM,11/14/2021 01:59:09 AM,2.0,1.85,Standard rate,N,141,161,Credit card,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
VeriFone Inc.,11/05/2021 04:23:45 PM,11/05/2021 04:37:44 PM,1.0,1.83,Standard rate,N,142,238,Credit card,11.0,1.0,0.5,1.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/03/2021 10:57:55 PM,11/03/2021 11:28:37 PM,2.0,8.43,Standard rate,N,230,243,Credit card,30.0,0.5,0.5,8.45,0.0,0.3,42.25,2.5
VeriFone Inc.,11/26/2021 12:47:24 PM,11/26/2021 01:06:51 PM,3.0,3.37,Standard rate,N,162,211,Cash,14.0,0.0,0.5,0.0,0.0,0.3,17.3,2.5
VeriFone Inc.,11/04/2021 06:24:48 PM,11/04/2021 06:44:17 PM,1.0,1.65,Standard rate,N,161,234,Credit card,12.5,1.0,0.5,2.52,0.0,0.3,19.32,2.5
VeriFone Inc.,11/09/2021 02:45:53 PM,11/09/2021 02:57:00 PM,1.0,1.84,Standard rate,N,239,48,Credit card,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/10/2021 07:38:01 AM,11/10/2021 07:51:36 AM,3.0,1.71,Standard rate,N,236,236,Credit card,10.0,0.0,0.5,1.33,0.0,0.3,14.63,2.5
VeriFone Inc.,11/29/2021 05:11:13 PM,11/29/2021 05:13:41 PM,2.0,0.45,Standard rate,N,229,229,Credit card,3.5,1.0,0.5,2.08,0.0,0.3,9.88,2.5
VeriFone Inc.,11/22/2021 11:27:40 AM,11/22/2021 11:36:11 AM,1.0,1.15,Standard rate,N,246,50,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/07/2021 12:37:17 AM,11/07/2021 12:48:26 AM,1.0,2.03,Standard rate,N,164,229,Credit card,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
VeriFone Inc.,11/16/2021 02:57:44 PM,11/16/2021 03:00:41 PM,1.0,0.32,Standard rate,N,140,262,Cash,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
VeriFone Inc.,11/10/2021 06:02:23 PM,11/10/2021 06:14:43 PM,1.0,2.3,Standard rate,N,107,161,Credit card,10.5,1.0,0.5,2.0,0.0,0.3,16.8,2.5
VeriFone Inc.,11/03/2021 06:37:05 PM,11/03/2021 06:43:56 PM,1.0,1.01,Standard rate,N,234,107,Credit card,6.0,1.0,0.5,2.06,0.0,0.3,12.36,2.5
VeriFone Inc.,11/06/2021 03:24:50 PM,11/06/2021 03:55:09 PM,1.0,5.88,Standard rate,N,141,158,Credit card,23.0,0.0,0.5,5.26,0.0,0.3,31.56,2.5
VeriFone Inc.,11/18/2021 09:15:08 AM,11/18/2021 09:27:54 AM,2.0,2.57,Standard rate,N,164,158,Cash,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
"Creative Mobile Technologies, LLC",11/01/2021 03:29:35 PM,11/01/2021 03:44:04 PM,2.0,2.4,Standard rate,N,43,186,Cash,11.5,2.5,0.5,0.0,0.0,0.3,14.8,2.5
VeriFone Inc.,11/04/2021 08:06:55 PM,11/04/2021 08:26:51 PM,1.0,2.81,Standard rate,N,230,79,Credit card,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
VeriFone Inc.,11/13/2021 07:48:32 PM,11/13/2021 08:18:45 PM,3.0,3.31,Standard rate,N,48,79,Credit card,19.0,0.0,0.5,6.69,0.0,0.3,28.99,2.5
"Creative Mobile Technologies, LLC",11/25/2021 04:56:20 PM,11/25/2021 05:01:42 PM,3.0,0.9,Standard rate,N,114,249,Cash,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/02/2021 08:52:16 PM,11/02/2021 08:56:18 PM,1.0,1.16,Standard rate,N,162,237,Credit card,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
VeriFone Inc.,11/30/2021 09:50:20 PM,11/30/2021 10:01:01 PM,1.0,2.52,Standard rate,N,141,107,Credit card,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
"Creative Mobile Technologies, LLC",11/02/2021 05:39:01 PM,11/02/2021 05:50:22 PM,1.0,1.5,Standard rate,N,164,79,Credit card,9.0,2.5,0.5,2.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/22/2021 02:44:47 PM,11/22/2021 03:08:02 PM,1.0,2.33,Standard rate,N,230,107,Credit card,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
VeriFone Inc.,11/25/2021 10:26:04 AM,11/25/2021 10:30:26 AM,3.0,0.66,Standard rate,N,237,161,Cash,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
VeriFone Inc.,11/15/2021 02:18:28 PM,11/15/2021 02:28:26 PM,1.0,1.01,Standard rate,N,229,140,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/26/2021 10:01:43 PM,11/26/2021 10:09:17 PM,2.0,1.92,Standard rate,N,263,233,Credit card,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
VeriFone Inc.,11/30/2021 05:08:11 PM,11/30/2021 05:29:33 PM,1.0,2.55,Standard rate,N,161,249,Cash,14.0,1.0,0.5,0.0,0.0,0.3,18.3,2.5
VeriFone Inc.,11/16/2021 12:01:55 PM,11/16/2021 12:10:51 PM,1.0,0.97,Standard rate,N,229,140,Credit card,7.5,0.0,0.5,2.5,0.0,0.3,13.3,2.5
