vendor,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_zone,dropoff_zone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
VeriFone Inc.,11/27/2021 02:19:11 PM,11/27/2021 02:29:56 PM,1.0,1.63,Standard rate,N,107,233,Cash,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5
"Creative Mobile Technologies, LLC",11/12/2021 08:40:14 PM,11/12/2021 08:46:13 PM,2.0,0.7,Standard rate,Y,161,163,Cash,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/02/2021 06:22:01 PM,11/02/2021 06:32:37 PM,1.0,1.81,Standard rate,N,234,211,Credit card,8.5,0.0,0.5,3.54,0.0,0.3,15.34,2.5
VeriFone Inc.,11/18/2021 07:38:28 PM,11/18/2021 07:49:59 PM,2.0,1.5,Standard rate,N,233,234,Credit card,9.0,1.0,0.5,1.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/02/2021 11:14:24 PM,11/02/2021 11:25:11 PM,1.0,1.65,Standard rate,N,249,79,Credit card,8.5,0.5,0.5,3.69,0.0,0.3,15.99,2.5
VeriFone Inc.,11/29/2021 12:55:52 PM,11/29/2021 01:34:52 PM,2.0,4.27,Standard rate,N,262,90,Credit card,24.5,0.0,0.5,6.95,0.0,0.3,34.75,2.5
VeriFone Inc.,11/09/2021 02:08:41 PM,11/09/2021 02:18:09 PM,1.0,1.94,Standard rate,N,162,75,Credit card,8.5,0.0,0.5,3.54,0.0,0.3,15.34,2.5
VeriFone Inc.,11/03/2021 06:09:50 PM,11/03/2021 06:27:04 PM,1.0,2.42,Standard rate,N,236,50,Credit card,12.5,1.0,0.5,1.0,0.0,0.3,17.8,2.5
VeriFone Inc.,11/05/2021 05:56:19 PM,11/05/2021 06:06:05 PM,1.0,1.27,Standard rate,N,161,234,Credit card,8.0,1.0,0.5,1.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/22/2021 02:10:27 PM,11/22/2021 02:27:49 PM,2.0,3.02,Standard rate,N,166,142,Credit card,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
VeriFone Inc.,11/17/2021 05:57:25 PM,11/17/2021 06:01:46 PM,1.0,0.82,Standard rate,N,234,113,Credit card,5.0,1.0,0.5,1.86,0.0,0.3,11.16,2.5
"Creative Mobile Technologies, LLC",11/01/2021 07:17:59 PM,11/01/2021 07:30:47 PM,1.0,2.1,Standard rate,Y,163,107,Credit card,10.5,3.5,0.5,1.5,0.0,0.3,16.3,2.5
VeriFone Inc.,11/06/2021 12:59:37 AM,11/06/2021 01:05:52 AM,1.0,1.52,Standard rate,N,230,68,Cash,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
VeriFone Inc.,11/15/2021 02:49:40 PM,11/15/2021 03:05:46 PM,2.0,1.63,Standard rate,N,162,236,Cash,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5
VeriFone Inc.,11/16/2021 06:29:23 PM,11/16/2021 06:44:15 PM,1.0,1.86,Standard rate,N,236,163,Credit card,11.0,1.0,0.5,3.06,0.0,0.3,18.36,2.5
VeriFone Inc.,11/04/2021 04:05:28 PM,11/04/2021 04:17:38 PM,1.0,0.84,Standard rate,N,262,236,Credit card,8.5,1.0,0.5,2.56,0.0,0.3,15.36,2.5
"Creative Mobile Technologies, LLC",11/26/2021 12:27:31 AM,11/26/2021 12:41:02 AM,1.0,4.5,Standard rate,N,140,113,Cash,15.5,3.0,0.5,0.0,0.0,0.3,19.3,2.5
VeriFone Inc.,11/11/2021 03:14:25 PM,11/11/2021 03:25:39 PM,1.0,2.05,Standard rate,N,151,142,Credit card,9.5,0.0,0.5,3.2,0.0,0.3,16.0,2.5
VeriFone Inc.,11/03/2021 05:34:31 PM,11/03/2021 05:56:52 PM,1.0,5.91,Standard rate,N,236,114,Credit card,21.0,1.0,0.5,1.5,0.0,0.3,26.8,2.5
"Creative Mobile Technologies, LLC",11/08/2021 11:36:19 PM,11/08/2021 11:42:51 PM,1.0,2.0,Standard rate,N,166,239,Cash,8.0,3.0,0.5,0.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/18/2021 11:30:09 AM,11/18/2021 11:49:51 AM,1.0,3.43,Standard rate,N,163,166,Cash,15.0,0.0,0.5,0.0,0.0,0.3,18.3,2.5
VeriFone Inc.,11/20/2021 05:39:31 PM,11/20/2021 06:16:10 PM,5.0,4.66,Standard rate,N,90,263,Credit card,24.5,0.0,0.5,2.0,0.0,0.3,29.8,2.5
VeriFone Inc.,11/19/2021 06:42:05 PM,11/19/2021 06:48:37 PM,1.0,1.01,Standard rate,N,229,237,Credit card,6.0,1.0,0.5,2.58,0.0,0.3,12.88,2.5
"Creative Mobile Technologies, LLC",11/07/2021 04:12:09 AM,11/07/2021 04:26:59 AM,1.0,4.1,Standard rate,Y,148,50,Credit card,14.0,3.0,0.5,1.0,0.0,0.3,18.8,2.5
"Creative Mobile Technologies, LLC",11/22/2021 08:02:13 AM,11/22/2021 08:20:52 AM,1.0,3.2,Standard rate,N,170,231,Credit card,14.5,2.5,0.5,3.55,0.0,0.3,21.35,2.5
VeriFone Inc.,11/10/2021 07:45:31 PM,11/10/2021 07:50:50 PM,1.0,0.7,Standard rate,N,230,163,Credit card,5.5,1.0,0.5,2.0,0.0,0.3,11.8,2.5
"Creative Mobile Technologies, LLC",11/22/2021 09:38:08 PM,11/22/2021 09:54:44 PM,2.0,4.1,Standard rate,N,161,87,Credit card,15.0,3.0,0.5,3.75,0.0,0.3,22.55,2.5
VeriFone Inc.,11/07/2021 06:15:17 PM,11/07/2021 06:33:31 PM,1.0,1.91,Standard rate,N,68,170,Cash,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/06/2021 09:25:53 PM,11/06/2021 09:49:58 PM,1.0,2.11,Standard rate,N,249,100,Credit card,15.0,0.5,0.5,3.0,0.0,0.3,21.8,2.5
VeriFone Inc.,11/07/2021 09:52:00 AM,11/07/2021 10:01:40 AM,1.0,2.56,Standard rate,N,142,43,Credit card,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/17/2021 12:18:55 PM,11/17/2021 12:27:58 PM,1.0,1.39,Standard rate,N,249,90,Credit card,7.5,0.0,0.5,3.24,0.0,0.3,14.04,2.5
VeriFone Inc.,11/09/2021 06:34:24 PM,11/09/2021 06:49:03 PM,1.0,1.85,Standard rate,N,164,142,Credit card,10.5,1.0,0.5,2.22,0.0,0.3,17.02,2.5
"Creative Mobile Technologies, LLC",11/07/2021 12:22:30 PM,11/07/2021 12:31:58 PM,1.0,1.7,Standard rate,N,249,79,Credit card,8.5,2.5,0.5,2.95,0.0,0.3,14.75,2.5
VeriFone Inc.,11/22/2021 11:08:01 PM,11/22/2021 11:23:59 PM,1.0,5.15,Standard rate,N,114,263,Credit card,17.0,0.5,0.5,6.24,0.0,0.3,27.04,2.5
"Creative Mobile Technologies, LLC",11/05/2021 08:11:27 PM,11/05/2021 08:20:52 PM,1.0,1.4,Standard rate,N,230,246,Cash,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
VeriFone Inc.,11/17/2021 06:48:47 PM,11/17/2021 07:04:33 PM,1.0,2.06,Standard rate,N,140,142,Credit card,11.0,1.0,0.5,3.06,0.0,0.3,18.36,2.5
"Creative Mobile Technologies, LLC",11/21/2021 10:41:00 AM,11/21/2021 11:03:34 AM,3.0,4.9,Standard rate,N,48,88,Credit card,19.5,2.5,0.5,4.56,0.0,0.3,27.36,2.5
VeriFone Inc.,11/15/2021 01:59:05 PM,11/15/2021 02:09:07 PM,1.0,0.9,Standard rate,N,263,75,Credit card,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
"Creative Mobile Technologies, LLC",11/15/2021 09:10:29 PM,11/15/2021 09:15:00 PM,1.0,0.9,Standard rate,Y,239,238,Credit card,5.5,3.0,0.5,2.3,0.0,0.3,11.6,2.5
VeriFone Inc.,11/16/2021 06:38:50 PM,11/16/2021 06:41:38 PM,1.0,0.72,Standard rate,N,43,236,Credit card,4.5,1.0,0.5,1.76,0.0,0.3,10.56,2.5
VeriFone Inc.,11/06/2021 11:09:59 PM,11/06/2021 11:21:12 PM,1.0,2.48,Standard rate,N,236,24,Credit card,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
VeriFone Inc.,11/06/2021 11:36:29 AM,11/06/2021 12:03:18 PM,1.0,4.0,Standard rate,N,113,239,Credit card,18.5,0.0,0.5,4.36,0.0,0.3,26.16,2.5
VeriFone Inc.,11/14/2021 12:47:55 AM,11/14/2021 01:11:08 AM,3.0,4.64,Standard rate,N,148,50,Credit card,18.5,0.5,0.5,4.46,0.0,0.3,26.76,2.5
VeriFone Inc.,11/04/2021 10:20:02 AM,11/04/2021 10:33:04 AM,1.0,0.6,Standard rate,N,230,161,Credit card,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
VeriFone Inc.,11/12/2021 05:43:14 PM,11/12/2021 05:54:38 PM,1.0,1.51,Standard rate,N,113,231,Credit card,8.5,1.0,0.5,3.2,0.0,0.3,16.0,2.5
VeriFone Inc.,11/06/2021 08:28:07 PM,11/06/2021 08:57:04 PM,1.0,5.07,Standard rate,N,79,43,Credit card,21.5,0.5,0.5,5.06,0.0,0.3,30.36,2.5
"Creative Mobile Technologies, LLC",11/07/2021 01:54:06 AM,11/07/2021 01:57:13 AM,1.0,1.2,Standard rate,N,141,233,Credit card,5.5,3.0,0.5,1.5,0.0,0.3,10.8,2.5
VeriFone Inc.,11/22/2021 03:50:02 PM,11/22/2021 03:54:44 PM,1.0,0.73,Standard rate,N,161,229,Credit card,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
VeriFone Inc.,11/24/2021 07:50:41 AM,11/24/2021 07:57:27 AM,1.0,1.19,Standard rate,N,186,48,Cash,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
"Creative Mobile Technologies, LLC",11/12/2021 04:03:12 PM,11/12/2021 04:26:50 PM,1.0,3.7,Standard rate,N,186,236,Credit card,17.0,3.5,0.5,4.25,0.0,0.3,25.55,2.5
VeriFone Inc.,11/15/2021 09:18:45 AM,11/15/2021 09:25:34 AM,1.0,1.54,Standard rate,N,43,238,Credit card,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
"Creative Mobile Technologies, LLC",11/10/2021 04:43:58 PM,11/10/2021 05:09:54 PM,2.0,2.9,Standard rate,N,43,151,Credit card,17.0,3.5,0.5,4.26,0.0,0.3,25.56,2.5
VeriFone Inc.,11/27/2021 03:34:35 PM,11/27/2021 03:42:38 PM,1.0,1.71,Standard rate,N,151,166,Credit card,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0.0
"Creative Mobile Technologies, LLC",11/20/2021 05:28:56 PM,11/20/2021 05:47:45 PM,1.0,2.8,Standard rate,N,151,42,Credit card,14.0,0.0,0.5,1.0,0.0,0.3,15.8,0.0
VeriFone Inc.,11/19/2021 01:57:15 PM,11/19/2021 02:11:48 PM,6.0,0.95,Standard rate,N,162,100,Credit card,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
VeriFone Inc.,11/02/2021 02:42:06 PM,11/02/2021 02:48:45 PM,3.0,0.42,Standard rate,N,237,162,Credit card,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
VeriFone Inc.,11/14/2021 09:45:49 PM,11/14/2021 09:50:03 PM,2.0,0.48,Standard rate,N,143,142,Credit card,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
"Creative Mobile Technologies, LLC",11/23/2021 10:42:37 AM,11/23/2021 10:58:12 AM,1.0,1.5,Standard rate,N,164,163,Credit card,10.5,2.5,0.5,2.07,0.0,0.3,15.87,2.5
VeriFone Inc.,11/01/2021 10:08:17 AM,11/01/2021 10:38:07 AM,2.0,3.53,Standard rate,N,90,236,Cash,19.5,0.0,0.5,0.0,0.0,0.3,22.8,2.5
VeriFone Inc.,11/01/2021 11:19:48 AM,11/01/2021 11:22:36 AM,1.0,0.51,Standard rate,N,162,229,Cash,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
VeriFone Inc.,11/02/2021 06:58:20 PM,11/02/2021 07:10:23 PM,3.0,1.94,Standard rate,N,239,141,Credit card,10.0,0.0,0.5,3.99,0.0,0.3,17.29,2.5
"Creative Mobile Technologies, LLC",11/02/2021 10:38:21 PM,11/02/2021 10:40:07 PM,1.0,0.1,Standard rate,N,263,263,No charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VeriFone Inc.,11/29/2021 07:33:59 PM,11/29/2021 07:41:49 PM,1.0,0.99,Standard rate,N,164,230,Credit card,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
VeriFone Inc.,11/16/2021 09:03:50 AM,11/16/2021 09:22:10 AM,1.0,2.42,Standard rate,N,186,114,Credit card,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
"Creative Mobile Technologies, LLC",11/10/2021 10:02:30 AM,11/10/2021 10:28:55 AM,2.0,3.6,Standard rate,N,90,237,Cash,17.0,2.5,0.5,0.0,0.0,0.3,20.3,2.5
"Creative Mobile Technologies, LLC",11/03/2021 11:16:01 AM,11/03/2021 11:36:52 AM,1.0,1.8,Standard rate,N,142,141,Credit card,13.5,2.5,0.5,2.5,0.0,0.3,19.3,2.5
VeriFone Inc.,11/18/2021 10:46:12 PM,11/18/2021 10:55:46 PM,1.0,2.54,Standard rate,N,236,41,Credit card,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
"Creative Mobile Technologies, LLC",11/27/2021 02:06:02 PM,11/27/2021 02:16:23 PM,2.0,1.2,Standard rate,N,163,48,Cash,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/12/2021 11:30:23 PM,11/12/2021 11:34:57 PM,2.0,1.27,Standard rate,N,50,143,Credit card,6.0,0.5,0.5,1.47,0.0,0.3,11.27,2.5
VeriFone Inc.,11/14/2021 02:49:33 PM,11/14/2021 02:59:33 PM,1.0,1.68,Standard rate,N,234,162,Cash,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/28/2021 09:09:25 AM,11/28/2021 09:12:06 AM,5.0,0.75,Standard rate,N,229,162,Credit card,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
"Creative Mobile Technologies, LLC",11/14/2021 04:24:46 PM,11/14/2021 04:28:25 PM,1.0,0.6,Standard rate,N,262,263,Cash,4.5,2.5,0.5,0.0,0.0,0.3,7.8,2.5
"Creative Mobile Technologies, LLC",11/09/2021 01:32:32 PM,11/09/2021 01:35:40 PM,1.0,0.7,Standard rate,N,113,90,Credit card,4.5,2.5,0.5,1.5,0.0,0.3,9.3,2.5
"Creative Mobile Technologies, LLC",11/01/2021 07:21:53 PM,11/01/2021 07:25:27 PM,2.0,0.4,Standard rate,N,263,236,Cash,4.0,3.5,0.5,0.0,0.0,0.3,8.3,2.5
VeriFone Inc.,11/05/2021 03:22:57 AM,11/05/2021 03:39:05 AM,1.0,3.51,Standard rate,N,148,100,Credit card,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
VeriFone Inc.,11/26/2021 12:15:40 PM,11/26/2021 12:23:47 PM,1.0,1.29,Standard rate,N,161,43,Cash,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/12/2021 06:59:35 PM,11/12/2021 07:14:39 PM,1.0,2.11,Standard rate,N,68,4,Credit card,11.0,1.0,0.5,3.06,0.0,0.3,18.36,2.5
VeriFone Inc.,11/23/2021 07:37:07 AM,11/23/2021 07:46:37 AM,1.0,2.62,Standard rate,N,262,162,Credit card,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
VeriFone Inc.,11/04/2021 06:33:00 AM,11/04/2021 06:40:06 AM,1.0,1.45,Standard rate,N,186,162,Credit card,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
"Creative Mobile Technologies, LLC",11/03/2021 06:04:51 PM,11/03/2021 06:13:18 PM,2.0,0.8,Standard rate,N,236,263,Credit card,7.0,3.5,0.5,2.25,0.0,0.3,13.55,2.5
VeriFone Inc.,11/22/2021 11:52:12 AM,11/22/2021 12:05:32 PM,3.0,1.55,Standard rate,N,230,43,Cash,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
VeriFone Inc.,11/25/2021 02:01:56 AM,11/25/2021 02:04:50 AM,2.0,1.35,Standard rate,N,263,74,Credit card,5.5,0.5,0.5,5.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/03/2021 07:40:03 PM,11/03/2021 07:48:33 PM,1.0,1.32,Standard rate,N,231,113,Credit card,7.5,1.0,0.5,2.0,0.0,0.3,13.8,2.5
VeriFone Inc.,11/09/2021 06:30:10 PM,11/09/2021 06:38:37 PM,3.0,1.23,Standard rate,N,239,163,Credit card,7.5,1.0,0.5,2.95,0.0,0.3,14.75,2.5
VeriFone Inc.,11/13/2021 11:23:25 AM,11/13/2021 11:29:52 AM,2.0,1.14,Standard rate,N,161,164,Credit card,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
VeriFone Inc.,11/12/2021 06:19:44 PM,11/12/2021 06:37:15 PM,5.0,2.24,Standard rate,N,140,239,Cash,12.0,1.0,0.5,0.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/30/2021 08:40:23 PM,11/30/2021 08:47:19 PM,1.0,1.02,Standard rate,N,161,237,Credit card,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
VeriFone Inc.,11/15/2021 10:14:27 PM,11/15/2021 10:24:09 PM,1.0,2.61,Standard rate,N,142,246,Credit card,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
"Creative Mobile Technologies, LLC",11/19/2021 12:05:01 PM,11/19/2021 12:18:43 PM,1.0,1.8,Standard rate,N,137,162,Credit card,10.5,2.5,0.5,2.0,0.0,0.3,15.8,2.5
"Creative Mobile Technologies, LLC",11/10/2021 12:28:20 PM,11/10/2021 12:43:57 PM,1.0,1.7,Standard rate,N,236,161,Credit card,11.0,2.5,0.5,3.55,0.0,0.3,17.85,2.5
VeriFone Inc.,11/17/2021 01:34:15 PM,11/17/2021 01:42:46 PM,1.0,1.03,Standard rate,N,68,107,Cash,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/02/2021 04:56:47 PM,11/02/2021 05:02:06 PM,2.0,0.58,Standard rate,N,163,162,Credit card,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
VeriFone Inc.,11/10/2021 01:09:10 PM,11/10/2021 01:28:34 PM,1.0,2.58,Standard rate,N,143,236,Credit card,14.0,0.0,0.5,2.0,0.0,0.3,19.3,2.5
VeriFone Inc.,11/14/2021 12:17:57 PM,11/14/2021 12:32:46 PM,1.0,1.73,Standard rate,N,142,229,Cash,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
"Creative Mobile Technologies, LLC",11/08/2021 07:52:12 PM,11/08/2021 08:03:38 PM,1.0,2.3,Standard rate,N,234,229,Credit card,10.5,3.5,0.5,2.95,0.0,0.3,17.75,2.5
VeriFone Inc.,11/18/2021 12:08:52 PM,11/18/2021 12:32:09 PM,1.0,4.15,Standard rate,N,237,246,Credit card,17.0,0.0,0.5,4.06,0.0,0.3,24.36,2.5
VeriFone Inc.,11/17/2021 03:18:26 PM,11/17/2021 03:26:04 PM,1.0,0.82,Standard rate,N,170,161,Cash,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/26/2021 06:15:35 AM,11/26/2021 06:21:41 AM,2.0,1.77,Standard rate,N,50,100,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
"Creative Mobile Technologies, LLC",11/23/2021 11:17:01 AM,11/23/2021 11:31:55 AM,1.0,4.9,Standard rate,N,244,238,Credit card,16.5,2.5,0.5,4.95,0.0,0.3,24.75,2.5
"Creative Mobile Technologies, LLC",11/30/2021 09:24:59 PM,11/30/2021 09:32:40 PM,1.0,2.6,Standard rate,N,161,238,Credit card,9.5,3.0,0.5,3.33,0.0,0.3,16.63,2.5
VeriFone Inc.,11/06/2021 01:03:10 AM,11/06/2021 01:16:40 AM,1.0,2.26,Standard rate,N,148,234,Credit card,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
VeriFone Inc.,11/06/2021 02:10:57 AM,11/06/2021 02:26:21 AM,1.0,2.75,Standard rate,N,246,163,Credit card,12.0,0.5,0.5,3.95,0.0,0.3,19.75,2.5
VeriFone Inc.,11/03/2021 04:47:46 PM,11/03/2021 05:22:06 PM,3.0,7.33,Standard rate,N,140,13,Credit card,26.5,1.0,0.5,6.16,0.0,0.3,36.96,2.5
VeriFone Inc.,11/18/2021 10:43:18 AM,11/18/2021 10:54:07 AM,2.0,1.31,Standard rate,N,236,237,Cash,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
"Creative Mobile Technologies, LLC",11/15/2021 05:56:27 PM,11/15/2021 06:25:31 PM,2.0,4.8,Standard rate,Y,230,261,Cash,21.0,3.5,0.5,0.0,0.0,0.3,25.3,2.5
VeriFone Inc.,11/22/2021 09:35:35 AM,11/22/2021 09:42:23 AM,1.0,0.6,Standard rate,N,234,107,Credit card,6.0,0.0,0.5,2.79,0.0,0.3,12.09,2.5
VeriFone Inc.,11/21/2021 01:27:25 PM,11/21/2021 01:38:05 PM,2.0,2.52,Standard rate,N,261,246,Cash,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
VeriFone Inc.,11/16/2021 07:01:08 AM,11/16/2021 07:11:18 AM,1.0,3.29,Standard rate,N,263,162,Credit card,12.5,0.0,0.5,1.58,0.0,0.3,17.38,2.5
VeriFone Inc.,11/23/2021 06:51:17 AM,11/23/2021 06:58:18 AM,1.0,2.12,Standard rate,N,262,161,Credit card,8.5,0.0,0.5,2.95,0.0,0.3,14.75,2.5
VeriFone Inc.,11/27/2021 09:49:51 PM,11/27/2021 10:11:11 PM,4.0,3.27,Standard rate,N,163,79,Cash,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
VeriFone Inc.,11/23/2021 05:26:06 PM,11/23/2021 05:50:34 PM,2.0,1.8,Standard rate,N,249,13,Credit card,15.5,1.0,0.5,4.95,0.0,0.3,24.75,2.5
VeriFone Inc.,11/22/2021 10:18:08 PM,11/22/2021 10:28:48 PM,1.0,2.13,Standard rate,N,163,238,Credit card,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
VeriFone Inc.,11/04/2021 03:25:03 PM,11/04/2021 03:35:09 PM,1.0,0.81,Standard rate,N,170,230,Cash,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
VeriFone Inc.,11/30/2021 06:39:01 PM,11/30/2021 06:58:47 PM,1.0,2.54,Standard rate,N,161,114,Credit card,13.5,1.0,0.5,4.45,0.0,0.3,22.25,2.5
VeriFone Inc.,11/18/2021 06:04:11 PM,11/18/2021 06:11:21 PM,1.0,1.16,Standard rate,N,234,170,Credit card,6.5,1.0,0.5,1.62,0.0,0.3,12.42,2.5
VeriFone Inc.,11/07/2021 08:22:49 PM,11/07/2021 08:33:05 PM,1.0,2.27,Standard rate,N,75,237,Cash,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
"Creative Mobile Technologies, LLC",11/23/2021 05:50:40 PM,11/23/2021 06:07:53 PM,1.0,2.4,Standard rate,N,161,90,Credit card,12.5,3.5,0.5,1.0,0.0,0.3,17.8,2.5
VeriFone Inc.,11/08/2021 09:47:48 AM,11/08/2021 09:56:20 AM,1.0,2.36,Standard rate,N,141,162,Cash,9.0,0.0,0.5,0.0,0.0,0.3,12.3,2.5
"Creative Mobile Technologies, LLC",11/26/2021 07:33:32 PM,11/26/2021 07:44:51 PM,1.0,1.3,Standard rate,N,68,163,Cash,9.0,3.5,0.5,0.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/26/2021 10:28:45 PM,11/26/2021 10:35:24 PM,1.0,0.99,Standard rate,N,163,162,Credit card,6.0,0.5,0.5,1.5,0.0,0.3,11.3,2.5
VeriFone Inc.,11/22/2021 10:08:48 AM,11/22/2021 10:14:52 AM,2.0,0.91,Standard rate,N,262,140,Credit card,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
VeriFone Inc.,11/07/2021 07:16:01 PM,11/07/2021 07:20:52 PM,2.0,1.07,Standard rate,N,79,137,Credit card,6.0,0.0,0.5,2.0,0.0,0.3,11.3,2.5
"Creative Mobile Technologies, LLC",11/17/2021 07:22:36 PM,11/17/2021 07:32:50 PM,1.0,0.4,Standard rate,N,164,186,Credit card,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
VeriFone Inc.,11/29/2021 11:54:02 AM,11/29/2021 12:01:23 PM,1.0,1.1,Standard rate,N,238,142,Credit card,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
VeriFone Inc.,11/09/2021 04:29:43 PM,11/09/2021 04:36:55 PM,4.0,1.16,Standard rate,N,100,246,Credit card,6.5,1.0,0.5,1.5,0.0,0.3,12.3,2.5
VeriFone Inc.,11/06/2021 11:17:53 PM,11/06/2021 11:31:29 PM,1.0,1.81,Standard rate,N,163,68,Credit card,10.0,0.5,0.5,2.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/11/2021 11:44:13 PM,11/12/2021 12:06:25 AM,5.0,1.55,Standard rate,N,161,229,Credit card,15.0,0.5,0.5,5.64,0.0,0.3,24.44,2.5
VeriFone Inc.,11/07/2021 07:27:04 PM,11/07/2021 07:45:07 PM,1.0,3.69,Standard rate,N,113,237,Credit card,14.5,0.0,0.5,4.2,0.0,0.3,22.0,2.5
VeriFone Inc.,11/24/2021 08:47:43 AM,11/24/2021 08:56:09 AM,1.0,1.26,Standard rate,N,236,237,Credit card,7.5,0.0,0.5,2.0,0.0,0.3,12.8,2.5
"Creative Mobile Technologies, LLC",11/23/2021 02:36:08 PM,11/23/2021 02:49:07 PM,1.0,1.7,Standard rate,N,68,163,Credit card,10.0,2.5,0.5,2.65,0.0,0.3,15.95,2.5
VeriFone Inc.,11/09/2021 06:41:54 PM,11/09/2021 06:51:34 PM,1.0,1.64,Standard rate,N,142,233,Credit card,8.0,1.0,0.5,2.46,0.0,0.3,14.76,2.5
VeriFone Inc.,11/10/2021 05:07:35 PM,11/10/2021 05:18:07 PM,3.0,0.66,Standard rate,N,230,100,Credit card,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
VeriFone Inc.,11/27/2021 11:43:08 AM,11/27/2021 11:52:45 AM,1.0,2.05,Standard rate,N,148,234,Credit card,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
"Creative Mobile Technologies, LLC",11/26/2021 05:37:13 PM,11/26/2021 05:57:28 PM,2.0,2.8,Standard rate,N,230,246,Credit card,15.0,3.5,0.5,4.8,0.0,0.3,24.1,2.5
"Creative Mobile Technologies, LLC",11/15/2021 05:15:31 PM,11/15/2021 05:21:19 PM,1.0,0.6,Standard rate,N,230,230,Cash,5.5,3.5,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/23/2021 03:39:11 PM,11/23/2021 03:58:13 PM,1.0,2.15,Standard rate,N,237,238,Credit card,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
VeriFone Inc.,11/01/2021 02:24:27 PM,11/01/2021 02:44:26 PM,5.0,4.03,Standard rate,N,140,107,Credit card,17.0,0.0,0.5,2.0,0.0,0.3,22.3,2.5
